,Key_a,title_a,brand_a,price_a,Key_b,title_b,brand_b,price_b,label,69_a,69_b,178_a,178_b,306_a,306_b,449_a,449_b,106_a,106_b,641_a,641_b,725_a,725_b,364_a,364_b,2321_a,2321_b,495_a,495_b,31_a,31_b,161_a,161_b,681_a,681_b,747_a,747_b,1830_a,1830_b,20_a,20_b,2670_a,2670_b,463_a,463_b,710_a,710_b,749_a,749_b,186_a,186_b,19_a,19_b,840_a,840_b,39_a,39_b,793_a,793_b,175_a,175_b,734_a,734_b,1344_a,1344_b,1412_a,1412_b,1454_a,1454_b,27_a,27_b,101_a,101_b,1552_a,1552_b,155_a,155_b,58_a,58_b,344_a,344_b,735_a,735_b,1073_a,1073_b,162_a,162_b,400_a,400_b,112_a,112_b,658_a,658_b,123_a,123_b,136_a,136_b,366_a,366_b,144_a,144_b,17_a,17_b,1040_a,1040_b,2061_a,2061_b,407_a,407_b,170_a,170_b,86_a,86_b,1056_a,1056_b,54_a,54_b,674_a,674_b,279_a,279_b,195_a,195_b,272_a,272_b,1343_a,1343_b,264_a,264_b,47_a,47_b,277_a,277_b,479_a,479_b,1411_a,1411_b,1923_a,1923_b,40_a,40_b,355_a,355_b,361_a,361_b,21_a,21_b,180_a,180_b,1346_a,1346_b,750_a,750_b,131_a,131_b,275_a,275_b,437_a,437_b,276_a,276_b,137_a,137_b,127_a,127_b,179_a,179_b,527_a,527_b,50_a,50_b,915_a,915_b,1889_a,1889_b,2860_a,2860_b,408_a,408_b,1441_a,1441_b,452_a,452_b,1072_a,1072_b,156_a,156_b,166_a,166_b,859_a,859_b,159_a,159_b,57_a,57_b,921_a,921_b,462_a,462_b,69_31_a,69_31_b,178_31_a,178_31_b,306_527_a,306_527_b,449_31_a,449_31_b,106_31_a,106_31_b,641_31_a,641_31_b,725_106_a,725_106_b,364_31_a,364_31_b,2321_1344_a,2321_1344_b,495_150_a,495_150_b,31_527_a,31_527_b,161_106_a,161_106_b,681_31_a,681_31_b,747_31_a,747_31_b,1830_31_a,1830_31_b,20_150_a,20_150_b,2670_527_a,2670_527_b,463_527_a,463_527_b,710_1344_a,710_1344_b,749_527_a,749_527_b,186_31_a,186_31_b,19_150_a,19_150_b,840_150_a,840_150_b,39_31_a,39_31_b,793_31_a,793_31_b,175_106_a,175_106_b,734_31_a,734_31_b,1344_527_a,1344_527_b,1412_31_a,1412_31_b,1454_31_a,1454_31_b,27_150_a,27_150_b,101_31_a,101_31_b,1552_31_a,1552_31_b,155_31_a,155_31_b,58_106_a,58_106_b,344_106_a,344_106_b,735_31_a,735_31_b,1073_31_a,1073_31_b,162_106_a,162_106_b,400_31_a,400_31_b,112_106_a,112_106_b,658_31_a,658_31_b,123_31_a,123_31_b,136_31_a,136_31_b,366_31_a,366_31_b,144_31_a,144_31_b,17_150_a,17_150_b,1040_106_a,1040_106_b,2061_31_a,2061_31_b,407_31_a,407_31_b,170_106_a,170_106_b,86_106_a,86_106_b,1056_31_a,1056_31_b,54_31_a,54_31_b,674_31_a,674_31_b,279_527_a,279_527_b,195_31_a,195_31_b,272_31_a,272_31_b,1343_527_a,1343_527_b,264_31_a,264_31_b,47_31_a,47_31_b,277_31_a,277_31_b,479_527_a,479_527_b,1411_31_a,1411_31_b,1923_527_a,1923_527_b,40_31_a,40_31_b,355_31_a,355_31_b,361_527_a,361_527_b,21_31_a,21_31_b,180_527_a,180_527_b,1346_1344_a,1346_1344_b,750_31_a,750_31_b,131_150_a,131_150_b,275_31_a,275_31_b,437_31_a,437_31_b,276_150_a,276_150_b,137_150_a,137_150_b,127_150_a,127_150_b,179_527_a,179_527_b,527_1344_a,527_1344_b,50_106_a,50_106_b,915_150_a,915_150_b,1889_527_a,1889_527_b,2860_31_a,2860_31_b,408_31_a,408_31_b,1441_527_a,1441_527_b,452_31_a,452_31_b,1072_31_a,1072_31_b,156_31_a,156_31_b,166_31_a,166_31_b,859_31_a,859_31_b,159_150_a,159_150_b,57_106_a,57_106_b,921_31_a,921_31_b,462_31_a,462_31_b,69_31_279_a,69_31_279_b,178_31_279_a,178_31_279_b,306_527_31_a,306_527_31_b,449_31_279_a,449_31_279_b,106_31_279_a,106_31_279_b,641_31_1889_a,641_31_1889_b,725_106_279_a,725_106_279_b,364_31_279_a,364_31_279_b,2321_1344_527_a,2321_1344_527_b,495_150_150_a,495_150_150_b,31_527_1346_a,31_527_1346_b,161_106_279_a,161_106_279_b,681_31_279_a,681_31_279_b,747_31_1889_a,747_31_1889_b,1830_31_279_a,1830_31_279_b,20_150_131_a,20_150_131_b,2670_527_279_a,2670_527_279_b,463_527_31_a,463_527_31_b,710_1344_710_a,710_1344_710_b,749_527_1830_a,749_527_1830_b,186_31_279_a,186_31_279_b,19_150_150_a,19_150_150_b,840_150_150_a,840_150_150_b,39_31_1889_a,39_31_1889_b,793_31_279_a,793_31_279_b,175_106_279_a,175_106_279_b,734_31_279_a,734_31_279_b,1344_527_710_a,1344_527_710_b,1412_31_279_a,1412_31_279_b,1454_31_17_a,1454_31_17_b,27_150_150_a,27_150_150_b,101_31_460_a,101_31_460_b,1552_31_279_a,1552_31_279_b,155_31_527_a,155_31_527_b,58_106_279_a,58_106_279_b,344_106_279_a,344_106_279_b,735_31_279_a,735_31_279_b,1073_31_279_a,1073_31_279_b,162_106_279_a,162_106_279_b,400_31_279_a,400_31_279_b,112_106_31_a,112_106_31_b,658_31_279_a,658_31_279_b,123_31_279_a,123_31_279_b,136_31_279_a,136_31_279_b,366_31_279_a,366_31_279_b,144_31_279_a,144_31_279_b,17_150_150_a,17_150_150_b,1040_106_279_a,1040_106_279_b,2061_31_279_a,2061_31_279_b,407_31_279_a,407_31_279_b,170_106_279_a,170_106_279_b,86_106_279_a,86_106_279_b,1056_31_460_a,1056_31_460_b,54_31_279_a,54_31_279_b,674_31_279_a,674_31_279_b,279_527_279_a,279_527_279_b,195_31_279_a,195_31_279_b,272_31_279_a,272_31_279_b,1343_527_31_a,1343_527_31_b,264_31_279_a,264_31_279_b,47_31_279_a,47_31_279_b,277_31_279_a,277_31_279_b,479_527_527_a,479_527_527_b,1411_31_527_a,1411_31_527_b,1923_527_106_a,1923_527_106_b,40_31_5869_a,40_31_5869_b,355_31_279_a,355_31_279_b,361_527_710_a,361_527_710_b,21_31_1889_a,21_31_1889_b,180_527_150_a,180_527_150_b,1346_1344_710_a,1346_1344_710_b,750_31_279_a,750_31_279_b,131_150_47_a,131_150_47_b,275_31_279_a,275_31_279_b,437_31_279_a,437_31_279_b,276_150_1830_a,276_150_1830_b,137_150_150_a,137_150_150_b,127_150_150_a,127_150_150_b,179_527_527_a,179_527_527_b,527_1344_527_a,527_1344_527_b,50_106_279_a,50_106_279_b,915_150_150_a,915_150_150_b,1889_527_527_a,1889_527_527_b,2860_31_279_a,2860_31_279_b,408_31_279_a,408_31_279_b,1441_527_527_a,1441_527_527_b,452_31_460_a,452_31_460_b,1072_31_279_a,1072_31_279_b,156_31_527_a,156_31_527_b,166_31_527_a,166_31_527_b,859_31_279_a,859_31_279_b,159_150_31_a,159_150_31_b,57_106_279_a,57_106_279_b,921_31_279_a,921_31_279_b,462_31_279_a,462_31_279_b
1076,,nike air max 90 essential medium olive mens shoes 537384 201,,,,air max 90 ultra essential,,87 00 eur,0,,,,,,,,,,,,,,,,,,,,,subsidiary,metro station,,,,,,,,,,,,,,,,,"Quiksilver, Inc.",,,,,,,,,,,,,,,,,,,,joint-stock company,,,,,,,,,,,,,,,,,,,,,,Ken Block,,,,,,,,,,,,,Italy,,,,,,,,,,,clothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rome,,,,,,,,ATAC,"Quiksilver, Inc.",ATAC,,,,,,,,,,,,,,,,,,,,,,,,,,,Huntington Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type of business entity,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,Campania,,,,,,,,,,,type of sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,municipio XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profession,,,,,,,,,,,,,Province of Caserta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,air max 90 essential nike 537384 201 everysize com,nike,,,nike air max zero essential negro zapatillas para hombre retro running 876070 010,,,0,,,,,,,,Rede Globo,,,,,,,,Portuguese,,,,Brazil,road,television series,,Maria Luísa Mendonça,,,,,,,,,,,,,,,,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rede Globo,Kanazawa,,,,,,,,,,Ishikawa Prefecture,,,,,,,,,São Paulo,,Vade Retro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,television network,,,,,,,,modern language,,,,Federal District,,,,journalist,,,,,,,,,,,,,,,,,,,,,,South Zone of São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tochigi Prefecture,,,,,,,,,,,,,,,,,,,,,,,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,television network,,,,,,,,,,,Kashima District,,,,,,,,,North Zone of São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broadcast network,,,,,,,,human language,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,broadcast network,,,,,,,,,,,Nakanoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,nike air max 90 essential 537384 201 sneakers for men upclassics,nike,,,nike air max zero essential negro zapatillas para hombre retro running 876070 010,,,0,,,,,,,,,,,,,,,,English,,,,United States of America,road,film,,Bridget Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thriller film,,,,,Japan,,,,,,,,,,,Joseph LoDuca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagatoro,,,,,,,,,,Saitama Prefecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Becker,,,,color,,,,,,,,,,,,,,,,modern language,,,,Kentucky,,motion picture credits,,voice actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film genre,,,,,Ibaraki Prefecture,,,,,,,,,,,composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fujimino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,screenwriter,,,,cinematic technique,,,,,,,,,,,,,,,,human language,,,,Floyd County,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,art genre,,,,,Namegata,,,,,,,,,,,musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,artistic technique
1079,,nike hypervenom phelon ii fg metallic red bronze black green glow white mens soccer shoes firm ground,,,,nike hypervenom phelon ii fg bianco nero arancione totale volt scarpe uomo terreni compatti,,,0,,,,,,,,,,,,,,,,,,,United States of America,,film,comune of Italy,Francis Ford,,,,,,,,,,,,,,,,,,,,,,,,,,lost film,,,,,,,,,,,,,,,,,,,,,,Sol Polito,,,,,,Hunt Stromberg,,,,,,,,,,silent film,,,,,,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferruzzano,,,,,,,,,,,,,,,,,,,,,Producers Distributing Corporation,,,Metropolitan City of Reggio Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lloyd Ingraham,,,,black-and-white,,,,,,,,,,,,,,,,,,,,Delaware,,title sequence,,screenwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinematographer,,,,,,film director,,,,,,,,,,film genre,,,,,,,Sicily,,,,,,,,,,,,,,,,,,,,,,,,,,,,comune of Italy,,,,,,,,,,,,,,,,,,,,,film studio,,,Melicuccà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film actor,,,,form,,,,,,,,,,,,,,,,,,,,Sussex County,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artist,,,,,,director,,,,,,,,,,art genre,,,,,,,Province of Caltanissetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,administrative territorial entity of Italy,,,,,,,,,,,,,,,,,,,,,media studio facility,,,San Procopio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,
1080,,nike magista ola ii fg man soccer shoes colour green 844420 375 athletic footwear apparel and sports equipment,nike,,,nike tiempo legend vi fg jade noir volt chaussures pour homme terrain sec,,,0,,,,,,,,,,,,,,,,,,,,France,business,single,,,,,,,,,,,,,,,,,"Quiksilver, Inc.",,,,,,,,,,,,,Mylène Farmer,,,,,,,joint-stock company,,,,,,,,,Oui mais... non,,,,,,,,,,Moby,,,Ken Block,,,,,,,pop rock,,,,,,,,,,,,French,,,,,shoe,,,,,,,,,,,,,,,Universal Music Group,,,,,,,,,,,,,,,,Bleu Noir,,,,,,,,,,,,,,,,,,,"Quiksilver, Inc.",,,,,,,,,,,,,,,,,,,,,,,Lonely Lisa,,,,,Huntington Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Barthélemy,,audio track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,singer-songwriter,,,,,,,type of business entity,,,,,,,,,song,,,,,,,,,,singer,,,businessperson,,,,,,,music genre,,,,,,,,,,,,natural language,,,,,type of sport,,,,,,,,,,,,,,,major label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,songwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profession,,,,,,,genre,,,,,,,,,,,,human language,,,,,,,,,,,,,,,,,,,,record label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,audio track,,,,,,,,,,,,
1081,,nike magista ola ii fg fu ballschuhe nocken farbe gr n 844420 375 der online shop f r deine sportbekleidung,nike,,,nike tiempo legend vi fg clear jade black volt mens boots firm ground,,,0,,,,,,,,,,association football player,,association football,,,,,,,,,business,human,,,,,,,,,,,,,,,,,,,,,,Venhuizen,,,,,,,,,,,,,,,privately held company,,,Kingdom of the Netherlands,,,,,,,,,,,,Mathieu,,,,,,,Bhavish Aggarwal,,,,,,,,,,,,India,,,,,,,,,,,,,,,FC Volendam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aggregator,,,,,,,,,,Bangalore,,,,,,,,,,,,,,,,,profession,,type of sport,,,,,,,,,,human body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type of business entity,,,Curaçao,,,,,,,,,,,,,,,,,,,chief executive officer,,,,,,,,,,,,Kerala,,,,,,,,,,,,,,,association football club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two-sided market,,,,,,,,,,,,,,,,,,,,,,,,,,,job,,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,nike magista ola ii fg fu ballschuhe nocken farbe gr n 844420 375 der online shop f r deine sportbekleidung,nike,,,nike tiempo legacy ii fg bianco nero arancione totale scarpe uomo terreni compatti,,,0,,,,,,,,,,,,,,,,,,,,,enterprise,family name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,privately held company,,,,,,,,,,,,,,,,,,,,,,Bhavish Aggarwal,,,,,,,,,,,,India,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bianco,,,,,,,aggregator,,,,,,,,,,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type of business entity,,,,,,,,,,,,,,,,,,,,,,chief executive officer,,,,,,,,,,,,Andaman and Nicobar Islands,,,,,,,pro-drop language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two-sided market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corporate title,,,,,,,,,,,,,,,,,,,language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,gel cumulus 19 women s road running shoes asics,,,,asics womens gt 2000 5 black onyx white shoes t757n 9099,,,0,,,,,,,,,,,athletics,,,,English,,,,Canada,,film,asteroid,Michael Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(60620) 2000 FD8,Steven Hilliard Stern,,,,,,,,,,,,,,,,,,drama film,,,,,,,,,,,,,,,,André Gagnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universal Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60622 Pritchet,,,,,,,Steven Hilliard Stern,,,,color,,,,,,,,,,,,type of sport,,,,natural language,,,,Oklahoma,,credit,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteroid,film director,,,,,,,,,,,,,,,,,,film genre,,,,,,,,,,,,,,,,composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asteroid,,,,,,,screenwriter,,,,cinematic technique,,,,,,,,,,,,sport,,,,human language,,,,Pushmataha County,,,,artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director,,,,,,,,,,,,,,,,,,art genre,,,,,,,,,,,,,,,,musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,technology,
1084,,asics gel cumulus 19 niebieski 399 99 pln running t7b8n4890 up8 com,asics,,,gt 2000 5 damen strassenlauf schuhe women road running asics,,,0,,,,,,,,,,,,tennis,,,,,,,,,political coalition,tennis tournament edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993 Volkswagen Card Cup,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WTA Tier II tournaments,,,,,,,,,,Leipzig,,,,,,,,,,,,,Democratic Labour Party,,,,,,,,,,,,,,,,,,,1995 Sparkassen Cup,,,,,,,,,,,,,,,,,,,,,,,,type of sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparkassen Cup,,,,,,,,,,,,,,,,,,,,,,,,,Acre,Rhineland-Palatinate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparkassen Cup,,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordão,Trier-Saarburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,gel cumulus 19 women road running asics,,,,gel ds trainer 22 nc hardloopschoen voor dames women fast running asics,,,0,,,,,,,,,,,road bicycle racing,,,,,English,Lisa Klein,,,United Kingdom,,film,,Phil Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passes the Bechdel Test,,,,Noel Clarke,,,,,,,,Damian Jones,,,,,,,,,,drama film,,,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 European Road Championships,,,,,,Amy Pieters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color,,,,,,,,,,,sports discipline,,,,,language,2015 UCI Women's Road World Cup,,,England,,title sequence,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quality,,,,television actor,,,,,,,,film producer,,,,,,,,,,film genre,,,,,Utrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 UCI Women's World Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color scheme,,,,,,,,,,,sport,,,,,,2015 Crescent Women World Cup Vårgårda,,,West Midlands,,,,athlete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,property,,,,actor,,,,,,,,media professional,,,,,,,,,,art genre,,,,,Soest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,color
1086,,air jordan 7 retro pantone mens footwear the sneaker authority,,,,air jordan 6 retro champagne new arrivals the sneaker authority,,,0,,,,,,,,,,,,road bicycle racing,,,,,,James Oram,United States of America,,literary work,New Zealand Cycle Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Threat Vector,,,,,,,,,,,,,,,,,,G. P. Putnam's Sons,,political thriller,,,,,,,New Zealand,,,,,American English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 UCI Oceania Tour,,,,,,James Oram,,,,,,,,,,,,,,,Ryanverse,,,,Tom Clancy,,,,,,,,,,,,,,,,Full Force and Effect,,,,,,,,,,,,,,,,,,,,,,,,,sports discipline,,,,,,2018 Commonwealth Games,Georgia,,text,2018 New Zealand Cycle Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literary work,,,,,,,,,,,,,,,,,,imprint,,genre,,,,,,,Bay of Plenty Region,,,,,natural language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Herald Sun Tour,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,literary work,,,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,,Lawn bowls at the 2018 Commonwealth Games,Cherokee County,,,Ian Bibby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,,,,,,,,,,,,,,,,,,trade name,,class,,,,,,,,,,,,human language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author,,,,,,,,,,,,,,,,text,,,,,,,,,,,,,
1087,,air jordan 7 retro pantone mens footwear the sneaker authority,,,,2017 red suede air jordan 5 university black hoop,,,0,,,,,,,,,,,,road bicycle racing,,,,,,Hugo Hofstetter,United States of America,,song,Tro-Bro Léon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linkin Park,,,,,,,,,,,,,,,,In the End,2016 Tro-Bro Leon,,,,,,,,,Jay Gordon,,,,,,,,,,rap metal,,,,,,,France,,,,,English,,,,Rob Bourdon,,,,,,,,,,,,,,,,Warner Bros. Records,,,,,,,,,,,Delko-Marseille Provence-KTM 2017,,,,,Little Nicky,2017 UCI Europe Tour,,,,,,Frederik Backaert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhere I Belong,2018 Tro-Bro Leon,,,,,,,,,,,,,,,,,,,,,,,,sports discipline,,,,,,2019 Tour de France,Texas,,,1994 Tro-Bro Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,audio track,Tro-Bro Léon,,,,,,,,,singer,,,,,,,,,,music genre,,,,,,,Normandy,,,,,natural language,,,,record producer,,,,,,,,,,,,,,,,record label,,,,,,,,,,,Nícolas Sessler,,,,,,2017 Arctic Race of Norway,,,,,,2019 Tour de France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,Tro-Bro Léon,,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,,"2019 Tour de France, stage 16",Comanche County,,,Stéphane Pétilleau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Tro-Bro Leon,,,,,,,,,,,,,,,,,,,aspect of music,,,,,,,Orne,,,,,human language,,,,producer,,,,,,,,,,,,,,,,trade name,,,,,,,,,,,sport cyclist,,,,,,,,,,,,Fabio Felline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,audio track,2006 Tro-Bro Leon,,,,,,,,,,,,
1088,,air jordan 7 retro pantone mens footwear the sneaker authority,,,,air jordan retro nike 378038 123 everysize com,nike,,0,"University of California, Davis",University of Essex,,,,,,,biologist,socialite,,,,,,,,,,,human,human,,,,,,,,,,,,,,,,,,,,,,Nigeria,,,,,,,,,,Oshinowo,,,,,,,United States of America,Nigeria,,,,,,,,,,,Dan,Nike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university,public university,,,,,,,profession,profession,,,,,,,,,,,human body,human body,,,,,,,,,,,,,,,,,,,,,,Gombe State,,,,,,,,,,family name,,,,,,,Tennessee,Kwara State,,,,,,,,,,,hypocorism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gender identity,gender identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,educational institution,public educational institution,,,,,,,job,occupation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthroponym,,,,,,,Unicoi County,,,,,,,,,,,,diminutive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sex,sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
